metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
_hand_16,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,"Folios 127r ln 16 written by CCCC MS 405 'Scribe 1', the scribe of ff. 3v-5v and 43r-92r. 'Scribe 1' copies the Anglo-Norman poetry that follows a prose introduction in Latin written by 'Scribe 2'",,,,,,,3.0,127r; 3v-5v; 43r-92r,127r 3v 43r,127r 5v 92r,,,,,,,textualisNorthern,,,,,,,,,,,,
_hand_16,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe E1, according to Feltoe and Minns, 'also uses bright yellow ink' and is 'only concerned with appropriations and procurations, Cambridge All SS. ad Castrum, St Sepulchre, St Michael, St Mary, St Peter extra portam, Abington Great and Little, Barrington and Trumpington. The latter gives 1344 as a terminus post quem. It does not give the appropriation of Whaddon in 1351 or Litlington in 1358.",,,,,,,,,,,,,,,,,cursiva,,,,,,,,,,,,
_hand_17,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,Folios 264v-265r were copied by a single hand working in a cursive script with both anglicana and secretary features.,,,,,,,1.0,264v-265r,264v,265r,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_17,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,"Written in northern textualis libraria by CCCC MS 405 'Scribe 2', who also seems to be the scribe of ff. 8v-10r and 125r-127r.",,,,,,,2.0,8v-10r; 125r-127r,8v 125r,10r 127r,,,,,,,textualisNorthern,,,,,,,,,,,,
_hand_17,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,Scribe E2 is 'a curious back-sloping hand' that records the appropriation of Litlington to Clare Hall and a fair number of additions. Feltoe and Minns think that Scribe E2 also seems to recur in some of the model letters from the official on pp. 185-191.,,,,,,,1.0,185-191,185.0,191.0,,,,,,,cursiva,,,,,,,,,,,,
_hand_18,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,Folios 247v-250v written in a chancery hand in an 'anglicana' style.,,,,,,,1.0,247v-250v,247v,250v,,,,,,,anglicana,,,,,,,,,,,,
_hand_18,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,Scribe F1 has a 'coarse' hand according to Feltoe and Minns.,,,,,,,,,,,,,,,,,cursiva,,,,,,,,,,,,
_hand_19,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,Folio 251 written in northern textualis libraria by three different scribes.,,,,,,,1.0,251,251r,251v,,,,,,,textualisNorthern,,,northern textualis libraria,,,,,,,,,
_hand_19,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe F2 has a 'light' hand according to Feltoe and Minns and 'seems to have copied the Constitution on p. 128, perhaps the memorandum dated 1386 on p. 127.'",,,,,,,2.0,128; 127,128 127,128 127,,,,,,,cursiva,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 95",part,,,Copied by a single 15th-century scribe in a cursive script with both secretary and anglicana features.,,,,,,,,,,,,,,,,,cursiva,,,secretary; anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 69",manuscript,,MS-EMMANUEL-COLLEGE-00069,ff. 210r-206v were copied by a single working in a cursive script with both anglicana and secretary (singe compartment 'a') features.,,,,,,,1.0,210r-206v,201r,206v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 70",manuscript,,MS-EMMANUEL-COLLEGE-00070,"Text by a 'compressed scribe' who writes a very small and compressed cursiva with secretary features on f. 22r, and who also appears to be responsible for additions in the same minute hand to ff. 52r (lower margin), 61r, 62r, and 143r and 150v-[ii] recto,",,,,,,,6.0,22r; 52r (lower margin); 61r; 62r; 143r; 150v-[ii] recto,22r 52r 61r 62r 143r 150v,22r 52r 61r 62r 143r [ii] recto,,,,,,,cursiva,,,secretary,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 66",part,,,Written in a small and precise northern textualis libraria.,,,,,,,,,,,,,,,,,northernTextualis,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ii.3.17",part,,,The main text is written in a northern textualis libraria of the 13th century.,,,,,,,,,,,,,,,,,textualisNorthern,,,northern textualis libraria,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,"Written in Elizabethan Secretary script, with italic used for rubrics.",,,,,,,,,,,,,,,,,cursiva,,,Secretary; italic,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,Written in textura quadrata.,,,,,,,,,,,,,,,,,textualisNorthern,,,textura quadrata,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ee.2.29",part,,,Written by various hands writing in cursiva scripts with Secretary andAnglicana features.,,,,,,,,,,,,,,,,,Cursiva,,,Secretary; Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",part,,,f. 26v is written by a single hand writing in an Anglicana script.,,,,,,,1.0,26v,26v,26v,,,,,,,cursivaAnqituior,,,Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,Written by a single hand in bastard secretary.,,,,,,,,,,,,,,,,,hybrida,,,bastard secretary,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,"Mainly written by a single hand of the second half of the 14th century, in anglicana.",,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,Written in protogothic bookhand.,,,,,,,,,,,,,,,,,protogothic,,,protogothic,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 9309",manuscript,,MS-ADD-09309,The added Latin text on f. 35r is written in a cursive Anglicana script.,,,,,,,1.0,35r,35r,35r,,,,,,,cursiva,,,Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 9308",part,,,"Written in Anglicana formata, for the most part by a single hand, with a change of hands apparently occurring on f. 85r and again on f. 88r.",,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana formata,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ff.5.5",manuscript,,MS-FF-00005-00005,"The added Middle English poems and recipes on ff. 204v-205r are written by two hands writing in cursive scripts with Anglicana features, dating to the late 15th and/or early 16th century.",,,,,,,1.0,204v-205r,204v,205r,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 7912",manuscript,,MS-ADD-07912,The text on ff. 77r-267r and 278r-184r was written by a single hand in a cursive script with predominantly Anglicana features.,,,,,,,2.0,77r-267r; 278r-184r,77r 278r,267v 284r,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Kk.5.13",manuscript,,MS-KK-00005-00013,"Headings in half-uncial, uncial and rustic script. Square capitals for the title-page and some book-headings. According to Rodgers, Bernhard Bischoff has identified one of the hands responsible (see f. 38r) as 'very probably that of the same scribe who wrote running titles in Paris, Bibliothèque nationale de France, MS lat. 1838, a MS in many respects very close to the Palladius and written at St.-Denis probably in the second quarter of the ninth century'. Rodgers (1971), pp. 206, 215",,,,,,,1.0,38r,38r,38r,,,,,,,,,,half-uncial; uncial; rustic; Square capitals,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Kk.6.33",part,,,Written by a single scribe in a cursive script with both Anglicana and Secretary features.,,,,,,,,,,,,,,,,,Cursiva,,,Anglicana; Secretary,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,Written in Gothic bookhand (textualis),,,,,,major,,,,,,,,,,,other,,,Gothic bookhand (textualis),,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.12.23",manuscript,,MS-DD-00012-00023,"Folios 13v-14v, 21v-24v, 37v-48v, 49v-51v, 52r-67r, 67v-87r and 87v-88v display predominantly anglicana features.",,,,,,,7.0,13v-14v; 21v-24v; 37v-48v; 49v-51v; 52r-67r; 67v-87r; 87v-88v,13v 21v 37v 49v 52r 67v 87v,14v 24v 48v 51v 67r 87r 88v,,,,,,,cursivaAntiquior,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Mm.6.17",part,,,"The core part of the manuscript (Quires 3-10 and 11-14 and the first three leaves of Quire 15) was written by a single scribe in a formal, semi-textualis bookhand.",,,,,,,,,,,,,,,,,semitextualis,,,semi-textualis,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Folios 46v-47v (lower half) copied by a single hand in a script with mostly secretary features.,,,,,,,1.0,46v-47v (lower half),46r,47v,,,,,,,cursiva,,,secretary,,,,,,,,,
_hand_2,manuscript_1,,,,manuscript,,MS-FF-00001-00017-00001,"With regard to the text, Schumann (1943-50) commented that at first glance the manuscript appears to be written in a single hand; he goes on to identify as many as eleven hands at work. Stevens (2005:9-12) suggests that although there are numerous variations in ink, nib sharpness, size of script, and axis, there may be only two main hands with brief intrusions from one or two others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ii.4.6",part,,,"Written by two hands in Insular minuscule.According to Ker (1957): 'In two upright black rather ugly hands, the second and larger beginning at f. 148r and continuing to the end and writing also ff. 7, 9-21 (Quires 1-2): ð prominent: in the second hand e is sometimes high in the combination æ, the head of long s is sometimes prolonged upwards and looped and the ends of descenders are seriffed: hyphens are written by the first hand only and are placed a little way out in the margins at the beginning as well as at the end of lines.' Ker (1957), p. 35 Scragg (2012), nos 265-266",,,,,,,,,,,,,,,,,minusculeInsular,,,Insular minuscule,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 2994",part,,,Folios 205-209 written by Edward Cushyn in the anglicana style of cursiva antiquior.,,,,,,,1.0,205-209,205r,209v,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_2,manuscript_1,,,MS Gg.6.42,part,,,"At least two scribes working together: shifts visible, for example, at ff. 14r, 79v, 134v, 145r, 172r, 191r, 212v. Shifts in hand can also be found in the rubrics, such as at ff. 43r, 70v.",,,,,,,9.0,14r; 79v; 134v; 145r; 172r; 191r; 212v; 43r; 70v,14r 79v 134v 145r 172r 191r 212v 43r 70v,14r 79v 134v 145r 172r 191r 212v 43r 70v,,,,,,,textualisNorthern,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",part,,,Written in an early-13th century north European textualis formata.,,,,,,,,,,,,,,,,,textualisNorthern,,,textualis formata,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 5368",manuscript,,MS-ADD-05368,Notes in an italic humanist minuscule on ff. 2r.,,,,,,,1.0,2r,1r,2r,,,,,,,humanist,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ff.6.51",part,,,"Added cosmetic recipes on f. 2r are written in Secretary, but with occasional Anglicana round 'e'.",,,,,,,1.0,2r,2r,2r,,,,,,,cursiva,,,Secretary; Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,,manuscript,,MS-KK-00005-00016,"Written in Insular minuscule, by a single scribe, in scripta continua (i.e. no spaces between words), suggesting that it was written at speed.",,,,,,,,,,,,,,,,,minusculeInsular,,,Insular minuscule,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ff.6.53",manuscript,,MS-FF-00006-00053,The added text on ff. 223v-225r has been written in a later Northern Gothica Textualis.,,,,,,,1.0,223v-225r,223v,225r,,,,,,,textualisNorthern,,,Northern Gothica Textualis,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ff.1.23",manuscript,,MS-FF-00001-00023,"Rubrics written in rustic capitals, in green ink, perhaps by the same scribe.",,,,,,,,,,,,,,,,,capitalsRustic,,,rustic capitals,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ii.2.12",manuscript,,MS-II-00002-00012,Biblical quotations in Latin are written in textura quadrata.,,,,,,,,,,,,,,,,,textualisNorthern,,,textura quadrata.,,,,,,,,,
_hand_2,manuscript_1,,,,manuscript,,,Headings in uncial in red or occasionally alternating lines of red and black/brown ink.,,,,,,,,,,,,,,,,,uncial,,,uncial,,,,,,,,,
_hand_2,manuscript_1,,,,manuscript,,MS-II-00001-00033,"Two (but possibly three or even four) hands, all writing English vernacular minuscule: Hand 1 copied ff. 2r-36v and 120v-227v, in stages - and was also responsible for copying , Part 1 (see Treharne (1998); Hand 2 (Ker) copied ff. Cambridge, Corpus Christi College, MS 36737r-120v (Ker (1957), p. 27). Some scholars have identified other hands in the manuscript (e.g. Schipper (1983, p. 286), who divides Ker's Hand 2 into two stints, 'Scribe B' copying ff. 53r-120v, and 'Scribe C' filling in ff. 37r-52v), but this has been rejected by Da Rold (2010) (see for further discussion), who pointed instead to correlation between Ker's identifications and the patterns of ruling and signatures/catchwords found in these stints.",,,,,,,3.0,2r-36v; 120v-227v; 37r-120v,2r 120v 37r,36v 227v 120v,,,,,,,minusculeVernacular,,,English vernacular minuscule,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ii.6.43",part,,,ff. 1r-30v have been copied by a single scribe working in a rounded Anglicana script.,,,,,,,1.0,1r-30v,1r,30v,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,MS Add. 5948,manuscript,,MS-ADD-05948,"Headings in 'small fine uncials' (Ringrose) / 'cultivated...uncial' (Bischoff and Brown), in red or black.",,,,,,,,,,,,,,,,,uncial,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 3120",part,,,Written by a single hand in a Northern Textualis script.,,,,,,,,,,,,,,,,,NorthernTextualis,,,Northern Textualis,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ee.5.18",part,,,"f. 1r contains a table of contents for year books that has been written in a neat cursive script with both Secretary and Anglicana features, possibly dating to the late 15th century.",,,,,,,,,,,,,,,,,cursvia,,,Secretary; Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 9213",part,,,Written in the English form of documentary cursiva known as secretary hand.,,,,,,,,,,,,,,,,,cursiva,,,secretary hand,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Gg.4.27(1)",part,,,"Scribe B: part of Quire 43 (ff. 508r-510v and 514r-514v. Scribe B also wrote in Anglicana formata, but in a form distinct from that of Scribe A.",,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana formata,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,Hand 2: ff. 139r-234v (Quires 18-29).,,,,,,,1.0,139r-234v,139r,234v,,,,,,,cursivaAntiquior,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Add. 6865",part,,,Folios 14r-60r written in a late English protogothic minuscule by Scribe 1 of Part 2 of this manuscript.,,,,,,,1.0,14r-60r,14r,60r,,,,,,,protogothic,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.8.19",part,,,"Copied by a single scribe throughout in an Secretary formata with Anglicana features (e.g. the shape of 'w' and looped ascenders). The scribe is identified as John Carpenter, Common Clerk of the City of London, by Mooney and Stubbs, . Mooney and Stubbs suggest that Carpenter also copied the copy of the Scribe and the City (2013), pp. 86-106Confessio Amantis in ; and a copy of Geoffrey Chaucer's Philadelphia, Rosenbach Museum and Library, MS 1083/29Troilus and Criseyde in .New York, Pierpont Morgan Library and Museum, MS M 817",,,,,,,,,,,,,,,,,cursiva,,,Secretary formata; Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,,part,,,"For further details of scribal hands in this volume, see the description of the manuscript provided by The Production and Use of English Manuscripts, 1060-1220.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.10.44",part,,,Medical recipes and dietary information on f. 100v by a scribe in a predominantly Secretary script but also with Anglicana features.,,,,,,,,,,,,,,,,,Cursiva,,,Secretary; Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ii.6.5",part,,,"Written in northern textualis libraria by several scribes working closely together and who occasionally begin their stints mid-sentence, e.g., f. 25r.",,,,,,,1.0,25r,25r,25r,,,,,,,textualisNorthern,,,textualis libraria,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ii.6.39",part,,,Written by a hand in a script with features of protogothic and Northern Textualis.,,,,,,,,,,,,,,,,,NorthernTextualis,,,protogothic; Northern Textualis,,,,,,,,,
_hand_2,manuscript_1,,,MS Dd.1.11,part,,,Written in a humanistic semi-textualis script.,,,,,,,,,,,,,,,,,humanisticaSemitextualis,,,humanistic semi-textualis,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ll.2.2",manuscript,,MS-LL-00002-00002,"Folios 29r-72v and ff. 85r-256v were copied by a single hand working in a Gothica Hybrida Libraria script, a 'Willelmus de Eglisfehan'(?) according to the colophon on f. 127r (repeated without his name on f. 256v).",,,,,,,2.0,127r; 256v,127r 256v,127r 256v,,,,,,,hybrida,,,Gothica Hybrida Libraria,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.3.52",manuscript,,MS-DD-00003-00052,"Folios 11r-28r copied by a scribe writing a semi-formal version of Secretary, with some Anglicana letter forms.",,,,,,,1.0,11r-28r,11r,28r,,,,,,,cursiva,,,Secretary; Anglicana,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ii.3.21",part,,,"Text of Boethius written in littera textualis. Treatment of the minims varies in formality, ranging between textura semi-quadrata (see ff. 2:9r-2:21r, for example) and more formal textura quadrata (see ff. 2:24v-2:31v for example), and perhaps completed by more than one hand.",,,,,,,,,,,,,,,,,textualisNorthern,,,littera textualis; textura semi-quadrata; textura quadrata,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ee.1.15",part,,,"Several cursive hands, mostly writing in scripts with both Anglicana and Secretary features throughout the manuscript.",,,,,,,,,,,,,,,,,Cursiva,,,Anglicana; Secretary,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.3.51",part,,,Protogothic,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Ff.3.9",manuscript,,MS-FF-00003-00009,"Rubrics, headings and opening lines of text written in rustic capitals, in red or black ink.",,,,,,,,,,,,,,,,,capitalsRustic,,,rustic capitals,,,,,,,,,
_hand_2,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53",part,,,"The list of herbs on f. 2r has been written by a single scribe in a cursive with Anglicana and Secretary features, which is the same hand that copied the unifinished list of chapters on f. 89r.",,,,,,,2.0,2r; 89r,2r 89r,2r 89r,,,,,,,Cursiva,,,Anglicana; Secretary,,,,,,,,,
